Review_ID,Transaction_ID,Product_ID,Rating,Review_Text
182,1091,122,4,The fit is perfect.
183,2146,57,5,Highly recommend this item.
184,9406,126,4,Absolutely love this!
185,1403,76,3,It's okay.
186,6329,116,5,The fit is perfect.
187,9295,122,3,Decent for the price.
188,6459,101,4,Absolutely love this!
189,2005,28,2,Zipper broke on the second day.
190,4276,88,4,The fit is perfect.
191,6023,74,4,Great material and super soft.
192,3252,24,4,Looks exactly like the picture.
193,669,107,5,Looks exactly like the picture.
194,132,71,5,The fit is perfect.
195,6502,31,5,Great material and super soft.
196,107,111,5,Highly recommend this item.
197,1672,90,3,Average quality.
198,2778,107,4,The fit is perfect.
199,7048,69,3,Decent for the price.
200,30,71,2,"Way too small, I can't even zip it."
201,4533,111,5,Great material and super soft.
202,6689,60,4,The fit is perfect.
203,9320,146,4,Looks exactly like the picture.
204,5817,18,3,Runs a bit small but works.
205,4285,87,4,Looks exactly like the picture.
206,2474,41,1,Colors faded fast.
207,5315,144,2,Stitching came undone.
208,1727,102,1,Shrinks instantly in the wash.
209,6093,54,4,Great material and super soft.
210,909,71,4,Looks exactly like the picture.
211,8872,60,2,Sizes are completely wrong.
212,37,59,5,Great material and super soft.
213,8922,148,3,It's okay.
214,2834,52,4,Looks exactly like the picture.
215,9420,16,5,The fit is perfect.
216,765,71,4,Absolutely love this!
217,8215,72,5,Looks exactly like the picture.
218,6651,37,5,Highly recommend this item.
219,3873,26,4,Great material and super soft.
220,8845,115,5,Looks exactly like the picture.
221,4694,71,5,Looks exactly like the picture.
222,4295,4,4,Great material and super soft.
223,6969,53,3,Decent for the price.
224,2869,60,5,Looks exactly like the picture.
225,3306,12,5,Absolutely love this!
226,4114,31,3,Runs a bit small but works.
227,8582,78,4,The fit is perfect.
228,7821,53,5,Looks exactly like the picture.
229,6718,133,4,Highly recommend this item.
230,3578,75,4,Highly recommend this item.
231,7592,43,5,Looks exactly like the picture.
232,3887,127,4,Highly recommend this item.
233,4697,103,4,Looks exactly like the picture.
234,3685,111,5,The fit is perfect.
235,4255,84,5,Absolutely love this!
236,4922,77,4,Great material and super soft.
237,2246,88,4,Looks exactly like the picture.
238,7029,40,4,Highly recommend this item.
239,1594,29,5,Highly recommend this item.
240,3126,45,2,Colors faded fast.
241,8080,72,3,Decent for the price.
242,2222,124,4,Looks exactly like the picture.
243,5663,114,5,Absolutely love this!
244,2089,86,3,Runs a bit small but works.
245,9404,22,3,Runs a bit small but works.
246,1419,147,2,Stitching came undone.
247,1143,85,5,Absolutely love this!
248,9132,47,3,Decent for the price.
249,4536,19,4,Great material and super soft.
250,8852,58,4,Highly recommend this item.
251,9249,149,5,Absolutely love this!
252,3783,62,4,The fit is perfect.
253,638,137,2,"Way too small, I can't even zip it. Also, the pockets are weird."
254,8537,68,4,Absolutely love this!
255,2996,26,5,Looks exactly like the picture.
256,6861,28,4,The fit is perfect.
257,8020,61,5,Great material and super soft.
258,7851,78,5,Great material and super soft.
259,9346,35,1,"Way too small, I can't even zip it."
260,2927,12,4,Absolutely love this!
261,6726,75,3,Average quality.
262,4249,149,4,Absolutely love this!
263,8480,85,3,Average quality.
264,959,58,4,Looks exactly like the picture.
265,587,111,5,Looks exactly like the picture.
266,6181,114,3,It's okay.
267,9038,65,5,The fit is perfect.
268,1085,47,1,Zipper broke on the second day.
269,5874,127,2,Zipper broke on the second day.
270,5642,17,5,Highly recommend this item.
271,417,43,4,Great material and super soft.
272,2216,17,5,Absolutely love this!
273,488,3,3,Average quality.
274,322,126,4,Highly recommend this item.
275,8304,114,5,Highly recommend this item.
276,6709,85,4,Highly recommend this item.
277,1792,47,4,Highly recommend this item.
278,5594,18,5,Highly recommend this item.
279,4443,15,4,The fit is perfect.
280,3376,124,5,The fit is perfect.
281,5965,13,5,Highly recommend this item.
282,583,59,5,Great material and super soft.
283,6177,32,2,Zipper broke on the second day.
284,2523,116,4,Absolutely love this!
285,568,17,5,Looks exactly like the picture.
286,4668,13,3,Decent for the price.
287,2604,46,2,Zipper broke on the second day.
288,4175,6,4,Absolutely love this!
289,1651,97,3,Average quality.
290,7318,106,5,Highly recommend this item.
291,9181,85,5,Highly recommend this item.
292,3910,102,4,The fit is perfect.
293,1791,138,2,"Terrible material, feels cheap."
294,4251,114,5,Absolutely love this!
295,1057,53,4,Great material and super soft.
296,4302,15,5,Highly recommend this item.
297,8890,62,4,Highly recommend this item.
298,857,92,4,Absolutely love this!
299,6928,7,4,Highly recommend this item.
300,8607,81,5,Great material and super soft.
301,8439,48,4,The fit is perfect.
302,7255,43,4,Absolutely love this!
303,544,112,3,It's okay.
304,458,65,5,Absolutely love this!
305,8274,97,5,Looks exactly like the picture.
306,4099,113,4,Looks exactly like the picture.
307,5065,129,4,Looks exactly like the picture.
308,966,82,3,Average quality.
309,1514,99,3,"Not bad, but shipping took a while."
310,8325,64,1,Sizes are completely wrong.
311,2249,98,3,It's okay.
312,7413,100,4,Highly recommend this item.
313,1471,14,1,Stitching came undone.
314,9056,38,3,Runs a bit small but works.
315,2376,15,5,The fit is perfect.
316,266,86,4,The fit is perfect.
317,7174,67,4,Looks exactly like the picture.
318,6487,50,4,Highly recommend this item.
319,3144,110,4,Highly recommend this item.
320,2772,54,3,"Not bad, but shipping took a while."
321,3937,145,5,Looks exactly like the picture.
322,4408,123,2,Shrinks instantly in the wash.
323,4065,121,4,The fit is perfect.
324,1331,39,4,Absolutely love this!
325,7846,56,5,Highly recommend this item.
326,1427,117,4,Looks exactly like the picture.
327,6932,119,4,The fit is perfect.
328,448,23,3,Decent for the price.
329,9272,52,4,Highly recommend this item.
330,4334,91,5,Looks exactly like the picture.
331,4990,136,5,Looks exactly like the picture.
332,593,142,2,Zipper broke on the second day.
333,170,22,4,Great material and super soft.
334,268,83,5,The fit is perfect.
335,564,101,4,The fit is perfect.
336,3541,20,4,Great material and super soft.
337,4819,105,5,Great material and super soft.
338,6161,80,5,Absolutely love this!
339,316,28,4,Looks exactly like the picture.
340,6203,6,4,Looks exactly like the picture.
341,5370,133,4,Absolutely love this!
342,1077,135,5,The fit is perfect.
343,246,144,3,"Not bad, but shipping took a while."
344,7093,42,3,"Not bad, but shipping took a while."
345,2692,77,4,Great material and super soft.
346,2250,77,3,Runs a bit small but works.
347,51,113,4,Absolutely love this!
348,8625,49,4,Absolutely love this!
349,2123,58,4,Absolutely love this!
350,7532,145,4,The fit is perfect.
351,5156,4,5,Highly recommend this item.
352,6796,130,1,"Way too small, I can't even zip it."
353,3543,75,5,Great material and super soft.
354,4657,45,5,Highly recommend this item.
355,3401,13,4,Looks exactly like the picture.
356,4923,52,4,The fit is perfect.
357,7539,128,5,The fit is perfect.
358,2887,132,3,Decent for the price.
359,1794,49,4,Looks exactly like the picture.
360,8985,118,4,Highly recommend this item.
361,1319,28,3,It's okay.
362,3835,150,5,Highly recommend this item.
363,6159,72,5,Absolutely love this!
364,4011,15,5,Highly recommend this item.
365,6126,33,3,Average quality.
366,7356,41,2,Zipper broke on the second day.
367,1163,129,4,Great material and super soft.
368,3919,124,2,Stitching came undone.
369,762,12,4,Great material and super soft.
370,2875,149,4,The fit is perfect.
371,5144,128,4,The fit is perfect.
372,3080,115,4,Looks exactly like the picture.
373,8361,8,4,Great material and super soft.
374,1146,57,3,Average quality.
375,6278,85,4,Looks exactly like the picture.
376,4063,95,4,Looks exactly like the picture.
377,3594,145,4,Absolutely love this!
378,2479,117,5,Absolutely love this!
379,1627,57,5,Looks exactly like the picture.
380,6265,37,5,Looks exactly like the picture.
381,5607,95,3,Runs a bit small but works.
382,48,58,2,Zipper broke on the second day.
383,2544,17,4,Great material and super soft.
384,6867,82,5,Great material and super soft.
385,319,51,4,Absolutely love this!
386,8443,44,5,Highly recommend this item.
387,4526,86,4,Looks exactly like the picture.
388,7324,68,5,Highly recommend this item.
389,795,148,5,Highly recommend this item.
390,2289,71,2,Shrinks instantly in the wash.
391,6701,88,4,Great material and super soft.
392,9388,14,4,Absolutely love this!
393,4869,51,3,Decent for the price.
394,5538,120,4,The fit is perfect.
395,5134,90,4,Highly recommend this item.
396,8775,18,3,Runs a bit small but works.
397,8476,35,4,Great material and super soft.
398,4344,132,4,Great material and super soft.
399,3756,104,2,Stitching came undone.
400,9201,110,4,Great material and super soft.
401,1340,49,3,Runs a bit small but works.
402,5214,123,5,The fit is perfect.
403,7984,137,3,Decent for the price.
404,6927,56,5,Highly recommend this item.
405,8403,23,4,Looks exactly like the picture.
406,1570,73,3,"Not bad, but shipping took a while."
407,3502,36,4,Great material and super soft.
408,2273,100,4,Absolutely love this!
409,2374,80,4,Great material and super soft.
410,5215,127,4,Absolutely love this!
411,790,8,4,The fit is perfect.
412,7881,142,2,Sizes are completely wrong.
413,5266,20,2,Stitching came undone.
414,1156,96,5,The fit is perfect.
415,120,22,4,The fit is perfect.
416,3155,120,4,Looks exactly like the picture.
417,1781,63,5,Absolutely love this!
418,2612,119,4,Highly recommend this item.
419,5925,33,5,Great material and super soft.
420,4140,71,4,Absolutely love this!
421,1347,53,2,"Way too small, I can't even zip it."
422,5270,95,5,Great material and super soft.
423,8487,147,4,Great material and super soft.
424,6760,86,5,The fit is perfect.
425,6572,15,3,Average quality.
426,9289,73,4,Great material and super soft.
427,5796,25,5,Great material and super soft.
428,89,87,1,Shrinks instantly in the wash.
429,2841,21,5,The fit is perfect.
430,4429,106,4,Great material and super soft.
431,3400,26,4,The fit is perfect.
432,6244,112,4,Highly recommend this item.
433,744,91,5,The fit is perfect.
434,4305,64,1,"Way too small, I can't even zip it."
435,5506,87,3,Decent for the price.
436,6411,110,5,The fit is perfect.
437,2771,70,5,Great material and super soft.
438,4900,135,1,Shrinks instantly in the wash.
439,625,143,4,Highly recommend this item.
440,4907,3,4,Highly recommend this item.
441,8471,114,4,Great material and super soft.
442,6367,122,3,It's okay.
443,6240,103,4,Great material and super soft.
444,766,39,3,Average quality.
445,6490,148,5,Looks exactly like the picture.
446,9436,78,5,Looks exactly like the picture.
447,8687,117,4,Highly recommend this item.
448,287,21,3,Average quality.
449,8281,63,3,Average quality.
450,6665,130,4,Looks exactly like the picture.
451,8627,138,5,The fit is perfect.
452,2620,76,4,The fit is perfect.
453,5360,148,4,Absolutely love this!
454,2770,52,4,Looks exactly like the picture.
455,684,31,4,Absolutely love this!
456,2755,101,1,Shrinks instantly in the wash.
457,7558,43,1,Zipper broke on the second day.
458,7273,59,3,Decent for the price.
459,1808,105,4,Highly recommend this item.
460,6402,28,5,The fit is perfect.
461,9171,108,5,Absolutely love this!
462,6384,81,3,"Not bad, but shipping took a while."
463,6602,5,3,Average quality.
464,4705,116,3,Decent for the price.
465,8207,91,4,The fit is perfect.
466,3210,47,4,Highly recommend this item.
467,1454,80,4,Looks exactly like the picture.
468,1278,44,3,Decent for the price.
469,4229,124,2,Colors faded fast.
470,7764,90,1,Sizes are completely wrong.
471,6243,91,3,Decent for the price.
472,7823,53,5,Great material and super soft.
473,7860,147,3,Runs a bit small but works.
474,7518,1,4,Highly recommend this item.
475,484,130,4,Absolutely love this!
476,2454,91,5,Highly recommend this item.
477,5910,112,5,Highly recommend this item.
478,275,91,5,Absolutely love this!
479,2329,103,1,"Terrible material, feels cheap."
480,6871,16,4,Absolutely love this!
481,8210,74,5,Great material and super soft.
482,5291,91,1,Shrinks instantly in the wash.
483,3888,139,4,Great material and super soft.
484,8818,64,5,Highly recommend this item.
485,9532,22,4,Absolutely love this!
486,624,116,1,Zipper broke on the second day.
487,6492,136,1,"Terrible material, feels cheap."
488,4388,74,4,Great material and super soft.
489,9416,44,3,Average quality.
490,3986,109,4,Absolutely love this!
491,6168,19,5,Highly recommend this item.
492,9356,150,3,"Not bad, but shipping took a while."
493,1618,82,5,Highly recommend this item.
494,4787,107,4,The fit is perfect.
495,7890,148,2,Zipper broke on the second day.
496,7689,98,5,Great material and super soft.
497,8089,143,5,Great material and super soft.
498,7407,56,4,Absolutely love this!
499,6901,33,5,Highly recommend this item.
500,2200,84,5,Looks exactly like the picture.
501,6072,137,5,Absolutely love this!
502,5982,138,4,Looks exactly like the picture.
503,2253,150,5,Highly recommend this item.
504,81,89,5,Great material and super soft.
505,4686,135,5,Looks exactly like the picture.
506,77,47,2,"Way too small, I can't even zip it."
507,5830,6,4,Looks exactly like the picture.
508,5681,81,4,Looks exactly like the picture.
509,6838,101,3,It's okay.
510,6007,142,5,Great material and super soft.
511,1784,33,3,It's okay.
512,7485,115,3,Average quality.
513,5036,141,5,Looks exactly like the picture.
514,2003,147,4,Looks exactly like the picture.
515,972,36,2,"Terrible material, feels cheap."
516,8497,34,4,Highly recommend this item.
517,2169,128,4,The fit is perfect.
518,6635,145,2,Sizes are completely wrong.
519,2628,93,5,Highly recommend this item.
520,7402,146,4,The fit is perfect.
521,9051,103,4,Absolutely love this!
522,1983,75,4,Looks exactly like the picture.
523,8287,73,4,Great material and super soft.
524,4455,131,3,"Not bad, but shipping took a while."
525,933,80,3,Runs a bit small but works.
526,4202,116,4,The fit is perfect.
527,5227,129,5,Great material and super soft.
528,4059,29,1,Sizes are completely wrong.
529,4490,127,4,Great material and super soft.
530,2760,36,5,Great material and super soft.
531,7935,72,3,Runs a bit small but works.
532,1769,100,1,Colors faded fast.
533,3520,114,4,Looks exactly like the picture.
534,3329,77,4,Great material and super soft.
535,94,100,2,"Way too small, I can't even zip it."
536,9138,52,4,Highly recommend this item.
537,7198,92,4,Absolutely love this!
538,6869,23,4,Absolutely love this!
539,1685,112,3,Average quality.
540,1643,85,4,Highly recommend this item.
541,2128,144,5,Looks exactly like the picture.
542,1609,117,5,Highly recommend this item.
543,1298,50,5,Highly recommend this item.
544,6797,19,4,Looks exactly like the picture.
545,7516,21,4,Absolutely love this!
546,5419,84,4,Highly recommend this item.
547,8171,144,2,Sizes are completely wrong.
548,2211,84,2,Stitching came undone.
549,4376,32,4,Looks exactly like the picture.
550,8322,81,3,Runs a bit small but works.
551,7718,72,3,It's okay.
552,7614,41,5,The fit is perfect.
553,6171,46,3,"Not bad, but shipping took a while."
554,4402,92,2,Colors faded fast.
555,5909,114,2,Zipper broke on the second day.
556,2130,62,4,Great material and super soft.
557,2690,136,4,Absolutely love this!
558,6727,115,4,Looks exactly like the picture.
559,7813,126,4,Great material and super soft.
560,5098,39,5,Great material and super soft.
561,3915,61,5,Absolutely love this!
562,5643,21,5,Looks exactly like the picture.
563,3313,138,5,Great material and super soft.
564,5328,83,4,Looks exactly like the picture.
565,1113,78,3,Runs a bit small but works.
566,5696,131,2,Shrinks instantly in the wash.
567,8784,35,2,Sizes are completely wrong.
568,4003,111,4,The fit is perfect.
569,1150,44,5,Absolutely love this!
570,108,59,4,Absolutely love this!
571,2076,120,2,Sizes are completely wrong.
572,1314,35,4,Looks exactly like the picture.
573,4603,62,5,Highly recommend this item.
574,4609,84,4,Highly recommend this item.
575,5439,95,5,Great material and super soft.
576,4852,100,5,Absolutely love this!
577,4626,115,5,The fit is perfect.
578,6333,120,5,The fit is perfect.
579,7599,76,5,The fit is perfect.
580,7647,15,3,Decent for the price.
581,3033,105,2,Shrinks instantly in the wash.
582,7061,50,4,Looks exactly like the picture.
583,7390,40,2,"Way too small, I can't even zip it."
584,2073,8,5,Highly recommend this item.
585,5426,96,3,Average quality.
586,34,89,5,Absolutely love this!
587,4826,57,4,The fit is perfect.
588,1946,70,4,Absolutely love this!
589,3034,97,5,Absolutely love this!
590,331,8,4,Highly recommend this item.
591,4507,126,4,The fit is perfect.
592,9321,128,2,"Way too small, I can't even zip it."
593,2725,48,4,Highly recommend this item.
594,334,68,3,"Not bad, but shipping took a while."
595,3143,127,4,Looks exactly like the picture.
596,1480,117,4,Absolutely love this!
597,6973,35,5,Highly recommend this item.
598,6828,111,5,The fit is perfect.
599,7920,105,4,Looks exactly like the picture.
600,6350,145,4,The fit is perfect.
601,8639,148,5,Absolutely love this!
602,6031,90,4,Highly recommend this item.
603,3544,109,4,Looks exactly like the picture.
604,604,50,4,Absolutely love this!
605,501,16,5,Looks exactly like the picture.
606,7346,3,4,Great material and super soft.
607,3464,81,4,Great material and super soft.
608,4506,97,4,The fit is perfect.
609,96,72,4,Highly recommend this item.
610,7677,66,2,Stitching came undone.
611,7714,37,4,Great material and super soft.
612,2084,36,5,Absolutely love this!
613,249,47,5,Absolutely love this!
614,5956,22,4,Absolutely love this!
615,4100,15,4,Absolutely love this!
616,1019,54,3,"Not bad, but shipping took a while."
617,6423,10,5,Absolutely love this!
618,961,78,5,Looks exactly like the picture.
619,2683,124,3,Decent for the price.
620,2881,99,3,Average quality.
621,4872,105,5,Absolutely love this!
622,8972,60,4,Great material and super soft.
623,2424,11,4,Absolutely love this!
624,5240,133,3,Average quality.
625,6517,138,3,Average quality.
626,4984,103,4,The fit is perfect.
627,4324,128,5,The fit is perfect.
628,7460,39,4,Looks exactly like the picture.
629,6202,9,4,Looks exactly like the picture.
630,1181,64,3,"Not bad, but shipping took a while."
631,4088,103,4,Highly recommend this item.
632,3320,132,3,Runs a bit small but works.
633,9177,41,4,Great material and super soft.
634,6563,131,5,Great material and super soft.
635,1576,36,1,Sizes are completely wrong.
636,7962,54,1,Zipper broke on the second day.
637,4713,122,2,Shrinks instantly in the wash.
638,2176,91,4,Great material and super soft.
639,6308,126,5,Looks exactly like the picture.
640,4871,126,1,Zipper broke on the second day.
641,1771,148,5,The fit is perfect.
642,145,34,2,Sizes are completely wrong.
643,6959,131,5,The fit is perfect.
644,20,11,4,Great material and super soft.
645,3709,16,4,Absolutely love this!
646,4919,46,4,The fit is perfect.
647,3048,99,4,Highly recommend this item.
648,3834,138,5,Absolutely love this!
649,6272,99,5,Highly recommend this item.
650,8477,121,4,The fit is perfect.
651,7355,100,2,Shrinks instantly in the wash.
652,6647,20,2,Sizes are completely wrong.
653,5332,108,5,Absolutely love this!
654,4104,138,4,Looks exactly like the picture.
655,6026,98,4,Looks exactly like the picture.
656,6734,119,4,Absolutely love this!
657,9455,107,5,The fit is perfect.
658,8271,143,4,Highly recommend this item.
659,5486,5,5,Absolutely love this!
660,3892,63,5,Highly recommend this item.
661,2848,123,4,The fit is perfect.
662,2456,34,3,It's okay.
663,382,16,5,The fit is perfect.
664,6683,68,4,Absolutely love this!
665,8757,112,5,Looks exactly like the picture.
666,9413,49,2,"Terrible material, feels cheap."
667,109,81,2,"Way too small, I can't even zip it."
668,6092,137,5,Absolutely love this!
669,1469,27,4,Absolutely love this!
670,1200,57,4,Great material and super soft.
671,8444,90,5,Absolutely love this!
672,4476,30,4,The fit is perfect.
673,6681,111,4,The fit is perfect.
674,5229,8,2,Shrinks instantly in the wash.
675,8807,148,5,Looks exactly like the picture.
676,1632,34,5,Great material and super soft.
677,2651,6,3,Average quality.
678,389,24,5,Highly recommend this item.
679,971,17,5,Great material and super soft.
680,5492,144,4,The fit is perfect.
681,1225,124,4,Great material and super soft.
682,621,61,4,Great material and super soft.
683,8920,91,3,Decent for the price.
684,6108,25,5,Great material and super soft.
685,8161,123,5,Highly recommend this item.
686,5171,65,4,Absolutely love this!
687,7928,55,4,Absolutely love this!
688,3957,133,3,Average quality.
689,1545,83,2,Sizes are completely wrong.
690,4475,51,4,Absolutely love this!
691,1311,22,1,Colors faded fast.
692,9252,47,4,Looks exactly like the picture.
693,2587,141,4,Highly recommend this item.
694,223,52,5,Absolutely love this!
695,3167,4,4,The fit is perfect.
696,6082,12,4,Great material and super soft.
697,3772,112,4,Great material and super soft.
698,3058,62,1,Colors faded fast.
699,2859,47,2,"Way too small, I can't even zip it."
700,8764,98,3,Runs a bit small but works.
701,8283,48,5,Absolutely love this!
702,6879,56,2,Shrinks instantly in the wash.
703,2749,42,5,Highly recommend this item.
704,6847,150,5,Highly recommend this item.
705,3186,93,5,Highly recommend this item.
706,5392,127,3,Runs a bit small but works.
707,9500,110,5,The fit is perfect.
708,3330,38,2,Sizes are completely wrong.
709,5565,60,4,Highly recommend this item.
710,4701,99,5,Looks exactly like the picture.
711,4467,112,4,Highly recommend this item.
712,3593,10,4,The fit is perfect.
713,1088,84,3,Runs a bit small but works.
714,8966,101,4,Looks exactly like the picture.
715,3995,123,4,Highly recommend this item.
716,2168,148,4,Absolutely love this!
717,1935,73,5,Highly recommend this item.
718,6302,105,5,Absolutely love this!
719,7691,17,5,The fit is perfect.
720,5021,41,4,Great material and super soft.
721,8836,43,4,The fit is perfect.
722,8296,140,5,The fit is perfect.
723,4920,54,5,Highly recommend this item.
724,93,127,4,Highly recommend this item.
725,6537,143,2,Sizes are completely wrong.
726,3885,16,2,"Way too small, I can't even zip it."
727,2437,69,4,The fit is perfect.
728,5138,118,4,The fit is perfect.
729,1145,150,5,The fit is perfect.
730,3003,76,3,It's okay.
731,1484,136,3,Decent for the price.
732,7363,37,4,Great material and super soft.
733,2112,111,4,Absolutely love this!
734,5748,68,2,Shrinks instantly in the wash.
