Transaction_ID,Customer_ID,Product_ID,Date,Time,Quantity,Total_Amount_Paid,Discount_Applied
185,54,93,2025-10-11,19:29:00,3,6903.43,0%
186,266,23,2025-02-03,23:33:00,2,2938.16,0%
187,1576,105,2025-06-12,22:29:00,3,4127.62,0%
188,1060,89,2025-10-10,13:49:00,1,3013.1,0%
189,887,129,2025-03-05,17:10:00,1,9097.09,0%
190,661,58,2025-06-27,17:54:00,1,8531.09,0%
191,514,51,2025-11-22,16:08:00,3,2900.11,0%
192,1476,87,2025-11-25,16:41:00,1,3426.59,0%
193,1571,147,2025-08-02,08:31:00,3,7590.33,0%
194,1118,75,2025-11-25,23:15:00,3,9903.26,0%
195,832,77,2025-02-07,13:28:00,2,1970.96,20%
196,992,119,2025-06-24,18:55:00,3,2971.66,0%
197,654,89,2025-03-08,19:32:00,3,2410.48,20%
198,218,82,2025-05-04,22:07:00,2,13924.86,0%
199,921,64,2025-07-16,21:15:00,1,1023.44,0%
200,1667,84,2025-04-08,23:32:00,2,6902.17,10%
201,1022,79,2025-07-21,15:13:00,3,3095.05,0%
202,723,13,2025-01-26,17:31:00,3,6381.1,0%
203,1808,121,2025-05-27,11:27:00,1,8114.24,0%
204,1808,68,2025-07-07,19:02:00,2,5922.75,0%
205,105,146,2025-07-05,17:04:00,2,5910.05,0%
206,1033,116,2025-11-16,11:08:00,1,2926.91,0%
207,807,96,2025-10-13,12:12:00,3,12905.09,10%
208,1043,103,2025-09-14,09:02:00,1,7119.59,0%
209,281,86,2025-08-31,22:09:00,3,8350.85,0%
210,1830,132,2025-03-13,18:10:00,2,3530.66,0%
211,1263,77,2025-10-31,23:45:00,3,2463.7,0%
212,614,122,2025-07-08,11:26:00,3,1962.27,0%
213,631,7,2025-05-16,15:46:00,1,2212.1,20%
214,1196,123,2025-03-29,20:09:00,3,9695.48,0%
215,497,9,2025-06-10,21:44:00,1,8003.83,0%
216,841,129,2025-02-01,12:33:00,1,7277.67,20%
217,1149,84,2025-09-02,18:11:00,2,4601.45,40%
218,1869,137,2025-10-07,16:39:00,2,23947.63,10%
219,394,64,2025-06-02,14:44:00,3,921.1,10%
220,1002,82,2025-06-28,16:18:00,1,11139.89,20%
221,1175,140,2025-07-22,12:18:00,1,3147.91,20%
222,590,21,2025-06-27,16:47:00,2,2791.78,0%
223,439,52,2025-10-15,12:06:00,3,9270.31,10%
224,1518,62,2025-01-26,15:40:00,1,5671.79,15%
225,108,26,2025-07-31,23:06:00,3,2826.24,0%
226,1579,36,2025-10-09,13:26:00,3,2285.17,0%
227,1915,122,2025-09-02,17:20:00,2,1962.27,0%
228,1323,16,2025-02-15,15:34:00,3,5299.2,0%
229,1481,10,2025-08-02,13:59:00,1,17082.2,15%
230,1713,102,2025-05-29,08:19:00,3,11810.33,0%
231,1235,28,2025-05-26,23:56:00,1,8989.43,10%
232,1743,130,2025-02-27,22:41:00,2,11241.64,20%
233,1472,48,2025-01-08,17:36:00,3,10037.69,0%
234,1551,50,2025-03-31,20:52:00,2,7438.93,0%
235,1056,84,2025-02-14,11:11:00,1,7669.08,0%
236,1174,3,2025-12-01,15:03:00,3,971.56,10%
237,243,120,2025-06-07,13:25:00,3,6738.83,0%
238,1030,80,2025-12-20,11:40:00,2,9142.95,0%
239,753,57,2025-03-10,22:47:00,3,5465.56,0%
240,766,107,2025-10-09,14:48:00,1,10240.85,40%
241,1394,21,2025-09-27,22:33:00,3,2791.78,0%
242,741,20,2025-02-01,14:36:00,3,3722.42,0%
243,307,43,2025-06-17,22:07:00,3,7418.56,0%
244,421,150,2025-02-16,22:51:00,1,4736.8,20%
245,929,34,2025-09-20,21:29:00,3,16569.34,0%
246,119,144,2025-12-11,08:25:00,2,1500.26,20%
247,1673,1,2025-04-22,09:27:00,2,1619.33,0%
248,1435,17,2025-02-05,23:02:00,2,1484.07,0%
249,838,47,2025-11-25,21:23:00,2,5557.7,15%
250,243,46,2025-10-03,12:46:00,1,1649.25,0%
251,1710,1,2025-06-02,21:34:00,2,1619.33,0%
252,1687,59,2025-05-07,12:17:00,1,2567.64,0%
253,1920,29,2025-12-05,08:15:00,1,3434.21,0%
254,138,26,2025-11-01,09:28:00,3,2826.24,0%
255,1377,13,2025-01-23,15:34:00,1,5423.94,15%
256,1545,15,2025-03-13,17:14:00,3,14476.09,0%
257,1180,82,2025-10-23,18:15:00,2,13924.86,0%
258,1795,37,2025-07-31,09:35:00,3,4197.34,0%
259,1802,45,2025-11-17,23:03:00,2,3318.96,0%
260,1929,98,2025-12-23,12:19:00,2,14219.9,10%
261,377,138,2025-08-31,15:54:00,1,5435.66,0%
262,616,37,2025-08-26,21:26:00,3,4197.34,0%
263,1086,35,2025-04-15,10:59:00,2,1845.46,0%
264,1735,95,2025-02-17,14:03:00,2,2259.37,0%
265,773,11,2025-04-07,14:30:00,1,7963.7,0%
266,1781,86,2025-06-05,08:13:00,1,8350.85,0%
267,1971,31,2025-09-03,14:25:00,1,9386.66,0%
268,1131,83,2025-05-25,20:29:00,3,16900.12,0%
269,1329,92,2025-05-14,23:29:00,1,3965.14,25%
270,1645,121,2025-06-13,19:20:00,2,8114.24,0%
271,94,145,2025-03-16,08:16:00,3,7737.47,0%
272,1915,150,2025-10-24,17:09:00,1,5921.0,0%
273,676,59,2025-10-19,15:31:00,3,2054.11,20%
274,1341,87,2025-09-08,23:29:00,1,3083.93,10%
275,1501,91,2025-10-07,09:33:00,1,2187.28,0%
276,1719,20,2025-01-04,21:08:00,3,3722.42,0%
277,474,18,2025-04-22,19:03:00,3,18817.42,0%
278,1307,124,2025-10-10,08:33:00,3,6686.79,20%
279,563,138,2025-12-24,13:06:00,1,5435.66,0%
280,1074,39,2025-04-09,16:52:00,2,14348.96,0%
281,1428,58,2025-06-03,10:41:00,3,8531.09,0%
282,1556,9,2025-02-17,20:35:00,2,8003.83,0%
283,115,3,2025-02-12,21:41:00,2,1079.51,0%
284,1159,25,2025-09-28,09:14:00,1,2288.9,0%
285,1846,146,2025-02-08,16:57:00,3,5910.05,0%
286,1155,9,2025-04-17,20:59:00,1,8003.83,0%
287,287,21,2025-04-29,18:38:00,3,2512.6,10%
288,1956,102,2025-05-20,22:31:00,1,11810.33,0%
289,729,142,2025-07-12,21:11:00,3,3486.4,0%
290,1200,98,2025-02-13,17:51:00,1,15799.89,0%
291,1461,19,2025-05-18,12:24:00,3,14534.67,0%
292,1606,40,2025-06-12,10:00:00,2,5053.7,20%
293,911,93,2025-02-22,12:05:00,1,5177.57,25%
294,883,115,2025-10-13,21:06:00,1,4192.88,0%
295,184,91,2025-10-11,10:38:00,3,2187.28,0%
296,1607,84,2025-07-31,10:46:00,3,7669.08,0%
297,1854,63,2025-10-20,20:10:00,1,1626.37,0%
298,551,78,2025-03-27,21:19:00,2,3520.75,25%
299,1603,20,2025-05-09,23:38:00,3,3350.18,10%
300,401,118,2025-03-11,20:21:00,3,7582.36,0%
301,779,85,2025-08-14,12:19:00,2,8918.49,0%
302,1236,52,2025-07-23,17:47:00,3,8240.27,20%
303,1297,126,2025-10-22,18:24:00,2,4022.62,0%
304,1673,101,2025-07-06,11:59:00,3,4007.8,0%
305,410,140,2025-12-16,08:46:00,2,3934.89,0%
306,1932,54,2025-05-30,10:52:00,2,6902.92,20%
307,1379,128,2025-11-21,16:42:00,1,7296.01,0%
308,1465,109,2025-07-13,10:28:00,3,3634.45,0%
309,982,150,2025-07-25,21:34:00,1,5921.0,0%
310,1620,93,2025-12-26,10:06:00,1,6903.43,0%
311,1347,91,2025-11-28,20:48:00,2,2187.28,0%
312,949,129,2025-06-26,23:06:00,2,7732.53,15%
313,852,22,2025-03-01,12:22:00,2,7420.86,0%
314,703,117,2025-04-16,19:30:00,1,3388.63,0%
315,898,116,2025-02-04,11:01:00,2,2634.22,10%
316,1328,28,2025-12-13,13:59:00,3,9988.25,0%
317,500,133,2025-10-14,22:14:00,2,8064.91,0%
318,1290,48,2025-04-06,21:25:00,1,10037.69,0%
319,1511,51,2025-10-31,08:45:00,1,2320.09,20%
320,422,72,2025-12-27,10:36:00,1,3654.55,0%
321,1638,138,2025-07-07,22:07:00,2,4620.31,15%
322,1374,126,2025-09-28,18:38:00,2,4022.62,0%
323,1252,101,2025-06-28,19:54:00,2,4007.8,0%
324,1265,45,2025-12-11,17:58:00,3,3318.96,0%
325,1209,22,2025-07-11,20:26:00,3,7420.86,0%
326,283,148,2025-07-16,23:40:00,3,5934.94,0%
327,1421,45,2025-10-12,13:31:00,2,3318.96,0%
328,288,48,2025-06-11,09:55:00,2,10037.69,0%
329,1950,3,2025-07-16,23:26:00,3,809.63,25%
330,1008,107,2025-12-30,23:10:00,1,17068.08,0%
331,1158,8,2025-08-23,23:35:00,3,6946.96,0%
332,232,147,2025-10-06,19:34:00,1,7590.33,0%
333,1557,113,2025-12-01,17:55:00,1,2098.07,0%
334,922,68,2025-06-28,10:28:00,1,5922.75,0%
335,1589,61,2025-04-18,19:55:00,3,4947.12,0%
336,1250,110,2025-04-16,09:36:00,2,2280.52,0%
337,1091,72,2025-11-02,13:20:00,3,3654.55,0%
338,600,75,2025-09-21,11:08:00,2,8912.93,10%
339,1882,16,2025-03-09,15:09:00,3,4769.28,10%
340,660,64,2025-12-13,20:31:00,1,1023.44,0%
341,1183,69,2025-07-12,22:04:00,3,5546.58,20%
342,1628,24,2025-07-26,16:44:00,2,15671.12,0%
343,932,125,2025-10-25,08:55:00,3,16904.97,10%
344,191,118,2025-11-22,19:54:00,1,7582.36,0%
345,581,87,2025-10-08,23:50:00,2,3426.59,0%
346,1832,13,2025-02-20,22:01:00,1,5423.94,15%
347,1904,41,2025-12-19,17:10:00,2,3157.31,20%
348,192,93,2025-12-07,13:03:00,2,6903.43,0%
349,1282,79,2025-08-08,11:00:00,1,3095.05,0%
350,977,20,2025-03-09,15:33:00,3,3722.42,0%
351,912,3,2025-01-05,18:52:00,1,1079.51,0%
352,1762,109,2025-03-09,23:04:00,1,2180.67,40%
353,785,23,2025-02-22,18:23:00,2,2938.16,0%
354,281,98,2025-03-10,12:04:00,3,15799.89,0%
355,1154,3,2025-11-09,13:28:00,2,1079.51,0%
356,1480,55,2025-11-18,21:39:00,3,4574.5,0%
357,907,56,2025-03-05,20:22:00,2,4006.47,0%
358,645,36,2025-11-04,17:49:00,3,2285.17,0%
359,55,78,2025-09-23,14:47:00,2,3990.18,15%
360,606,14,2025-09-11,15:31:00,3,6892.75,15%
361,1217,19,2025-07-04,12:24:00,3,14534.67,0%
362,862,94,2025-08-30,10:01:00,3,2316.7,0%
363,139,4,2025-01-31,20:32:00,2,5154.03,25%
364,1288,129,2025-08-05,10:40:00,3,7277.67,20%
365,1102,40,2025-02-10,14:51:00,1,6317.12,0%
366,1099,84,2025-07-20,10:19:00,3,7669.08,0%
367,896,62,2025-11-10,17:42:00,3,6672.69,0%
368,1348,45,2025-03-12,13:31:00,2,3318.96,0%
369,1072,133,2025-03-06,16:46:00,1,4838.95,40%
370,1580,8,2025-06-21,21:17:00,3,6946.96,0%
371,131,68,2025-09-12,19:03:00,2,5922.75,0%
372,1760,146,2025-03-27,16:49:00,1,5910.05,0%
373,1832,147,2025-03-01,15:47:00,3,4554.2,40%
374,6,12,2025-07-06,20:58:00,1,4663.48,15%
375,556,20,2025-10-20,09:11:00,1,3722.42,0%
376,1648,133,2025-01-24,10:56:00,2,8064.91,0%
377,1774,73,2025-04-13,17:36:00,2,3652.75,10%
378,1515,63,2025-08-26,23:49:00,1,1626.37,0%
379,1501,140,2025-10-05,19:40:00,3,3934.89,0%
380,1797,3,2025-06-21,08:48:00,3,1079.51,0%
381,771,79,2025-04-16,15:26:00,2,3095.05,0%
382,1969,16,2025-01-23,21:44:00,2,5299.2,0%
383,939,22,2025-10-25,11:32:00,1,7420.86,0%
384,1306,101,2025-10-31,21:42:00,1,4007.8,0%
385,485,75,2025-06-11,20:44:00,3,8912.93,10%
386,669,82,2025-08-27,11:34:00,2,11139.89,20%
387,1976,54,2025-08-20,16:54:00,1,8628.65,0%
388,186,41,2025-12-18,09:13:00,2,3946.64,0%
389,304,24,2025-07-02,09:43:00,2,15671.12,0%
390,533,45,2025-07-27,22:35:00,3,3318.96,0%
391,1127,64,2025-02-18,12:07:00,1,1023.44,0%
392,127,57,2025-03-08,14:52:00,2,5465.56,0%
393,763,22,2025-02-08,08:04:00,1,4452.52,40%
394,1849,114,2025-02-17,18:07:00,1,978.42,15%
395,1930,119,2025-03-28,21:52:00,3,2971.66,0%
396,809,128,2025-01-16,21:11:00,2,7296.01,0%
397,440,48,2025-05-24,22:56:00,1,9033.92,10%
398,71,63,2025-09-13,21:56:00,3,1463.73,10%
399,982,16,2025-03-12,15:40:00,3,5299.2,0%
400,1628,5,2025-07-15,19:30:00,3,1804.93,0%
401,54,82,2025-11-02,15:01:00,2,13924.86,0%
402,120,121,2025-09-29,15:10:00,1,8114.24,0%
403,508,62,2025-10-01,09:48:00,1,6005.42,10%
404,1180,100,2025-07-01,13:11:00,1,1720.15,0%
405,1214,82,2025-12-25,12:36:00,1,12532.37,10%
406,1714,127,2025-10-05,17:11:00,2,1967.48,0%
407,78,24,2025-04-30,08:33:00,2,15671.12,0%
408,2,85,2025-03-08,18:45:00,1,8918.49,0%
409,1882,83,2025-01-12,12:37:00,3,16900.12,0%
410,1879,37,2025-09-27,19:04:00,2,4197.34,0%
411,1622,125,2025-11-29,18:11:00,3,18783.3,0%
412,1984,144,2025-12-22,19:14:00,3,1875.32,0%
413,1207,45,2025-07-13,17:46:00,3,3318.96,0%
414,604,33,2025-01-01,20:54:00,3,6438.36,15%
415,67,47,2025-11-05,15:40:00,3,6538.47,0%
416,214,128,2025-03-14,10:15:00,2,7296.01,0%
417,655,43,2025-12-29,18:28:00,1,7418.56,0%
418,544,54,2025-12-21,10:22:00,2,7334.35,15%
419,1612,28,2025-08-13,13:56:00,2,9988.25,0%
420,1010,97,2025-10-07,23:50:00,3,14131.4,10%
421,1334,58,2025-01-18,17:01:00,2,8531.09,0%
422,535,27,2025-07-12,13:46:00,1,4048.27,0%
423,1121,24,2025-11-01,23:45:00,1,11753.34,25%
424,884,43,2025-11-07,13:03:00,1,7418.56,0%
425,679,53,2025-04-08,16:42:00,2,4650.53,0%
426,610,61,2025-10-20,23:09:00,1,4947.12,0%
427,739,1,2025-12-05,23:12:00,1,1619.33,0%
428,53,53,2025-11-23,17:05:00,2,3952.95,15%
429,1729,30,2025-06-07,20:30:00,2,3454.75,0%
430,1833,68,2025-02-16,20:11:00,2,5922.75,0%
431,1814,98,2025-05-18,09:09:00,3,15799.89,0%
432,1367,25,2025-12-09,21:48:00,3,2288.9,0%
433,466,142,2025-07-18,21:34:00,3,3486.4,0%
434,1776,122,2025-10-21,23:19:00,1,1962.27,0%
435,809,9,2025-09-15,12:07:00,2,8003.83,0%
436,355,43,2025-04-19,14:08:00,1,7418.56,0%
437,868,21,2025-12-16,12:53:00,3,2791.78,0%
438,529,82,2025-10-12,20:35:00,2,13924.86,0%
439,1755,71,2025-08-23,08:50:00,3,5978.68,40%
440,1277,134,2025-02-27,12:36:00,3,9176.6,25%
441,1194,26,2025-10-16,17:55:00,3,2826.24,0%
442,1803,89,2025-12-02,23:02:00,1,3013.1,0%
443,565,104,2025-03-15,20:02:00,2,3663.36,0%
444,1822,85,2025-12-20,15:03:00,3,8918.49,0%
445,974,69,2025-01-11,18:52:00,2,6239.91,10%
446,637,72,2025-09-09,11:55:00,1,3654.55,0%
447,276,77,2025-08-15,18:17:00,3,2463.7,0%
448,854,23,2025-04-07,21:47:00,2,2938.16,0%
449,1556,133,2025-07-11,13:04:00,2,8064.91,0%
450,1454,130,2025-03-11,08:11:00,1,11241.64,20%
451,1793,52,2025-01-26,19:45:00,1,8755.29,15%
452,562,95,2025-08-26,11:43:00,1,2259.37,0%
453,496,96,2025-09-08,13:55:00,2,14338.99,0%
454,1202,142,2025-06-29,19:10:00,2,3486.4,0%
455,1534,24,2025-01-15,13:54:00,3,11753.34,25%
456,1598,55,2025-04-24,14:17:00,3,4574.5,0%
457,839,132,2025-03-09,13:38:00,1,3530.66,0%
458,459,65,2025-11-08,17:45:00,3,1703.09,0%
459,1317,71,2025-07-12,19:29:00,2,7971.57,20%
460,447,120,2025-06-04,20:37:00,1,6738.83,0%
461,16,131,2025-12-06,19:35:00,3,1778.43,0%
462,1217,73,2025-02-02,18:17:00,3,3652.75,10%
463,666,71,2025-05-14,17:12:00,1,9964.46,0%
464,1060,62,2025-11-04,18:43:00,1,6672.69,0%
465,1478,7,2025-12-02,17:16:00,2,2765.13,0%
466,829,100,2025-01-19,14:21:00,3,1720.15,0%
467,1461,57,2025-12-10,17:54:00,1,4372.45,20%
468,1722,143,2025-08-30,12:47:00,2,6307.95,0%
469,1486,144,2025-04-04,18:41:00,1,1875.32,0%
470,456,91,2025-06-07,21:50:00,2,2187.28,0%
